,fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boya_degisen,boyali_parca,degisen_parca
785,350000,1997.0,Chrysler,Concorde,3.5,418.0,Otomatik,LPG & Benzin,Önden Çekiş,,3518.0,215.0,,0,0
786,462000,2015.0,Volkswagen,Polo,1.4 TDi Comfortline,100.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1422.0,90.0,"1 değişen, 1 boyalı",1,1
787,345000,2017.0,Fiat,Egea,1.3 Multijet Easy,170.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
788,145000,1999.0,Hyundai,Accent,1.3 LX,279.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,86.0,"2 değişen, 3 boyalı",3,2
789,469000,2020.0,Fiat,Egea,1.4 Fire Urban Plus,36.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
790,110000,2001.0,Lada,Vega,1.5,296.0,Düz,LPG & Benzin,Önden Çekiş,43.0,1499.0,77.0,,0,0
791,119750,2004.0,Dacia,Solenza,1.4 Clima,350.0,Düz,Benzin,Önden Çekiş,50.0,1390.0,75.0,Tamamı boyalı,Tamamı,0
792,775000,2018.0,Ford,Focus,1.5 TDCi Titanium,77.9,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
793,257000,2006.0,Opel,Astra,1.4 Classic,286.0,Düz,Benzin,Önden Çekiş,52.0,1364.0,90.0,,0,0
794,442000,2011.0,Honda,Civic,1.6 i-VTEC Elegance,151.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,"2 değişen, 2 boyalı",2,2
795,388000,2010.0,Skoda,Octavia,1.6 TDI Ambiente,226.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,"2 değişen, 2 boyalı",2,2
796,245000,2005.0,Volkswagen,Polo,1.4 TDi Trendline,290.0,Düz,Dizel,Önden Çekiş,45.0,1422.0,80.0,2 boyalı,2,0
797,659750,2017.0,Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,62.0,Düz,Benzin,Önden Çekiş,55.0,1197.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
798,160000,1994.0,Opel,Vectra,2.0 GLS,351.0,Düz,LPG & Benzin,Önden Çekiş,,1998.0,115.0,,0,0
799,320000,2010.0,Opel,Corsa,1.4 Twinport Enjoy 111,146.5,Düz,Benzin,Önden Çekiş,45.0,1364.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
800,300000,2015.0,Renault,Symbol,1.5 dCi Joy,190.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,2 boyalı,2,0
801,525000,2015.0,Toyota,Corolla,1.4 D-4D Advance,115.113,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1364.0,90.0,1 boyalı,1,0
802,915000,2011.0,BMW,5 Serisi,520d M Sport,211.0,Otomatik,Dizel,Arkadan İtiş,70.0,1995.0,184.0,"1 değişen, 3 boyalı",3,1
803,201000,2006.0,Hyundai,Getz,1.3 GLS,215.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,82.0,"3 değişen, 4 boyalı",4,3
804,299000,2009.0,Hyundai,Accent Era,1.5 CRDi Select,149.0,Düz,Dizel,Önden Çekiş,45.0,1493.0,110.0,,0,0
805,600000,2020.0,Renault,Megane,1.3 TCe Touch,76.0,Düz,Benzin,Önden Çekiş,50.0,1333.0,140.0,,0,0
806,165000,1995.0,Toyota,Corolla,1.3 XE,400.0,Düz,LPG & Benzin,Önden Çekiş,,1332.0,88.0,,0,0
807,185000,2009.0,Geely,Familia,1.5 Comfort,178.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1498.0,94.0,"1 değişen, 2 boyalı",2,1
808,205000,2006.0,Renault,Megane,1.5 dCi Dynamique,343.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,100.0,"1 değişen, 12 boyalı",12,1
809,415000,2006.0,BMW,3 Serisi,320i,286.0,Düz,Benzin,Arkadan İtiş,60.0,1995.0,150.0,4 boyalı,4,0
810,510000,2015.0,Ford,Focus,1.5 TDCi Trend X,170.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
811,298000,2012.0,Peugeot,308,1.6 VTi Access,157.852,Otomatik,Benzin,Önden Çekiş,60.0,1598.0,122.0,,0,0
812,295000,2011.0,Ford,Focus,1.6 TDCi Trend X,219.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,2 değişen,0,2
813,455000,2016.0,Renault,Fluence,1.5 dCi Touch Plus,191.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,1 boyalı,1,0
814,805000,2016.0,Skoda,SuperB,1.6 TDI Prestige,169.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,"1 değişen, 2 boyalı",2,1
815,142000,2000.0,Citroen,Xsara,1.6 SX,208.0,Düz,LPG & Benzin,Önden Çekiş,,,,,0,0
816,69000,1995.0,Tofaş,Doğan,S,180.0,Düz,LPG & Benzin,Arkadan İtiş,50.0,1581.0,83.0,,0,0
817,190000,2000.0,Renault,Clio,1.4 RNA,187.5,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,75.0,,0,0
818,95000,1994.0,Tofaş,Şahin,1.6,94.117,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,,,0,0
819,249000,2012.0,Fiat,Linea,1.3 Multijet Actual,176.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
820,498000,2015.0,Ford,Focus,1.5 TDCi Trend X,210.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,2 boyalı,2,0
821,710000,2016.0,Renault,Talisman,1.6 dCi Icon,192.0,Yarı Otomatik,Dizel,Önden Çekiş,51.0,1598.0,130.0,,0,0
822,205000,1998.0,Honda,Civic,1.4 S,250.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1396.0,90.0,,0,0
823,285000,2012.0,Kia,Ceed,1.6 CRDi Cool SW,470.0,Düz,Dizel,Önden Çekiş,53.0,1582.0,90.0,6 boyalı,6,0
824,245000,2001.0,Ford,Focus,1.6 Ghia,300.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1596.0,100.0,,0,0
825,484000,2015.0,Toyota,Yaris,1.33 Cool Skypack,107.2,Otomatik,Benzin,Önden Çekiş,42.0,1329.0,99.0,,0,0
826,82000,1993.0,Lada,Samara,1.5,99.999,Düz,LPG & Benzin,Önden Çekiş,,1500.0,75.0,,0,0
827,625000,2019.0,Renault,Clio,1.5 dCi Icon,25.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,,0,0
828,345000,2013.0,Citroen,C-Elysee,1.6 HDi Exclusive,140.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,,0,0
829,125000,1994.0,Fiat,Tipo,1.6 SX,300.0,Düz,LPG & Benzin,Önden Çekiş,,1581.0,75.0,,0,0
830,298000,2009.0,Peugeot,207,1.4 VTi Trendy,188.0,Yarı Otomatik,LPG & Benzin,Önden Çekiş,50.0,1360.0,91.0,4 boyalı,4,0
831,335000,2012.0,Volkswagen,Polo,1.2 TDi Trendline,227.5,Düz,Dizel,Önden Çekiş,45.0,1199.0,75.0,2 boyalı,2,0
832,315500,2016.0,Citroen,C-Elysee,1.6 HDi Confort,153.028,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,"2 değişen, 3 boyalı",3,2
833,585000,2013.0,Volkswagen,VW CC,1.4 TSi,249.75,Yarı Otomatik,Benzin,Önden Çekiş,70.0,1390.0,160.0,,0,0
834,280000,2013.0,Opel,Corsa,1.3 CDTI Essentia,202.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,,0,0
835,215000,2008.0,Ford,Focus,1.6 TDCi Collection,315.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,,0,0
836,250500,2003.0,Volkswagen,Bora,1.6 Comfortline,223.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1595.0,102.0,3 boyalı,3,0
837,118000,1996.0,Tofaş,Doğan,SLX,170.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
838,498000,2016.0,Volkswagen,Polo,1.4 TDi Comfortline,172.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1422.0,90.0,,0,0
839,158000,2006.0,Fiat,Palio,1.3 Multijet Dynamic,362.0,Düz,Dizel,Önden Çekiş,51.0,1248.0,70.0,,0,0
840,85000,2001.0,Lada,Vega,1.5,135.0,Düz,Benzin,Önden Çekiş,43.0,1499.0,77.0,,0,0
841,225000,2000.0,Renault,Laguna,2.0 RXE,265.0,Düz,Benzin,Önden Çekiş,66.0,1998.0,139.0,"1 değişen, 5 boyalı",5,1
842,549000,2010.0,Audi,A4,A4 Sedan 1.8 TFSI,205.0,Düz,LPG & Benzin,Önden Çekiş,65.0,1798.0,160.0,,0,0
843,75000,1996.0,Tofaş,Şahin,1.6,175.0,Düz,LPG & Benzin,,,,,,0,0
844,260000,2008.0,Opel,Corsa,1.3 CDTI Essentia,242.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
845,765000,2022.0,Skoda,Fabia,1.0 TSI Premium,10.5,Yarı Otomatik,Benzin,Önden Çekiş,40.0,999.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
846,283000,2010.0,Fiat,Albea,Sole 1.3 Multijet Premio,96.5,Düz,Dizel,Önden Çekiş,48.0,1248.0,70.0,1 boyalı,1,0
847,335000,2010.0,Renault,Megane,1.5 dCi Sport Tourer Privilege,232.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,105.0,"1 değişen, 4 boyalı",4,1
848,165000,1999.0,Renault,Clio,1.6 RXT,193.0,Düz,Benzin,Önden Çekiş,50.0,1598.0,90.0,,0,0
849,200000,2000.0,Peugeot,206,1.6 XS,260.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1587.0,110.0,,0,0
850,380000,2011.0,Volkswagen,Jetta,1.6 TDi Trendline,235.0,Düz,Dizel,Önden Çekiş,55.0,1598.0,105.0,"1 değişen, 1 boyalı",1,1
851,135500,2000.0,Seat,Cordoba,1.6 Signo,300.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1595.0,100.0,,0,0
852,475000,2016.0,Hyundai,Accent Blue,1.6 CRDI Mode Plus,99.75,Yarı Otomatik,Dizel,Önden Çekiş,43.0,1582.0,136.0,,0,0
853,270000,1996.0,BMW,3 Serisi,320i,251.0,Düz,LPG & Benzin,Arkadan İtiş,,1991.0,150.0,,0,0
854,142500,1997.0,Hyundai,Accent,1.3 LS,187.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,75.0,,0,0
855,435000,2013.0,Volkswagen,Polo,1.4 Chrome Edition,165.0,Yarı Otomatik,Benzin,Önden Çekiş,45.0,1390.0,85.0,,0,0
856,408000,2020.0,Renault,Clio,0.9 TCe Joy,79.0,Düz,Benzin,Önden Çekiş,45.0,898.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
857,368000,2016.0,Ford,Fiesta,1.5 TDCi Trend X,205.0,Düz,Dizel,Önden Çekiş,42.0,1498.0,75.0,2 boyalı,2,0
858,684000,2016.0,Volkswagen,Golf,1.6 TDi Allstar,86.6,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,110.0,3 boyalı,3,0
859,105000,1996.0,Fiat,Tempra,1.6 S,307.0,Düz,LPG & Benzin,Önden Çekiş,,1581.0,75.0,,0,0
860,150000,2000.0,Renault,Megane,1.6 RTE,315.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,107.0,,0,0
861,288000,2008.0,Renault,Megane,1.5 dCi Expression,252.5,Otomatik,Dizel,Önden Çekiş,60.0,1461.0,100.0,,0,0
862,200000,2011.0,Dacia,Logan,1.5 dCi MCV Ambiance,320.0,Düz,Dizel,,,,,,0,0
863,480000,2016.0,Volkswagen,Golf,1.4 TSi Comfortline,77.0,Düz,Benzin,Önden Çekiş,50.0,1395.0,125.0,"1 değişen, 9 boyalı",9,1
864,410000,2015.0,Dacia,Sandero,1.5 dCi Stepway,65.5,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,1 boyalı,1,0
